"Identificador URL";Nome;Categorias;"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";Preço;"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";Estoque;SKU;"Código de barras";"Exibir na loja";"Frete gratis";Descrição;Tags;"Título para SEO";"Descrição para SEO";Marca;"Produto Físico";"MPN (Cód. Exclusivo, Modelo Fabricante)";Sexo;"Faixa etária";Custo
sutia-bustie-faixa-ultraleve-demillus-061900;"Sutiã Bustiê Faixa Ultraleve DeMillus (061900)";Sutiãs;Tamanho;"UN ( 40-46 )";Cor;"pérola 14";;;23.99;;0.07;3.00;13.00;16.00;;061900;;SIM;NÃO;;"bustie, bustie sem aro, bustie sem bojo, bustie sem costura, bustie ultraleve, bustie ultraleve demillus, demillus, faixa, lingerie, lingerie demillus, sutia bustie, sutia faixa, sutias, ultraleve";"Sutiã Bustiê Faixa Ultraleve DeMillus";"Sutiâ Bustiê Faixa Ultraleve DeMillus, modelagem confortável, sem aro, sem espuma e sem fecho. Aderência e leveza com conforto. Compre lingerie DeMillus na Queromania.shop";DeMillus;SIM;061900;Feminino;Adulto;
sutia-bustie-faixa-ultraleve-demillus-061900;;;Tamanho;"UN ( 40-46 )";Cor;"marinho 15";;;23.99;;0.07;3.00;13.00;16.00;;061900;;;;;;;;;;061900;Feminino;Adulto;
sutia-bustie-faixa-ultraleve-demillus-061900;;;Tamanho;"UN ( 40-46 )";Cor;"preto 27";;;23.99;;0.07;3.00;13.00;16.00;;061900;;;;;;;;;;061900;Feminino;Adulto;
sutia-bustie-faixa-ultraleve-demillus-061900;;;Tamanho;"UN ( 40-46 )";Cor;"vinho barolo 50";;;23.99;;0.07;3.00;13.00;16.00;;061900;;;;;;;;;;061900;Feminino;Adulto;
sutia-bustie-faixa-ultraleve-demillus-061900;;;Tamanho;"UN ( 40-46 )";Cor;"bege-rosado 55";;;23.99;;0.07;3.00;13.00;16.00;;061900;;;;;;;;;;061900;Feminino;Adulto;
sutia-bustie-faixa-ultraleve-demillus-061900;;;Tamanho;"UN ( 40-46 )";Cor;"azul-bebê 74";;;23.99;;0.07;3.00;13.00;16.00;;061900;;;;;;;;;;061900;Feminino;Adulto;
sutia-bustie-faixa-ultraleve-demillus-061900;;;Tamanho;"UN ( 40-46 )";Cor;"uva 82";;;23.99;;0.07;3.00;13.00;16.00;;061900;;;;;;;;;;061900;Feminino;Adulto;
sutia-bustie-faixa-ultraleve-demillus-061900;;;Tamanho;"UN ( 40-46 )";Cor;"salmão 87";;;23.99;;0.07;3.00;13.00;16.00;;061900;;;;;;;;;;061900;Feminino;Adulto;
calcinha-biquini-ultraleve-demillus-053306;"Calcinha Biquíni Ultraleve DeMillus (053306)";Calcinhas;Tamanho;"UN ( PP-GR )";Cor;"pérola 14";;;25.99;;0.07;3.00;12.00;16.00;;053306;;SIM;NÃO;;"biquini, calcinha basica, calcinha basica demillus, calcinha biquini cintura baixa, calcinha biquini demillus, calcinha biquini ulttraleve, calcinha bronze, calcinha nude, calcinha ultraleve, calcinhas, ultraleve";"Calcinha Biquíni Ultraleve DeMillus";"Calcinha Biquíni Ultraleve. Cintura baixa. Sem costura. Nas cores vermelho, azul, azul marinho, branco, verde, preto, amarelo, bege, salmão, rosa.";DeMillus;SIM;053306;Feminino;Adulto;
calcinha-biquini-ultraleve-demillus-053306;;;Tamanho;"UN ( PP-GR )";Cor;"marinho 15";;;25.99;;0.07;3.00;12.00;16.00;;053306;;;;;;;;;;053306;Feminino;Adulto;
calcinha-biquini-ultraleve-demillus-053306;;;Tamanho;"UN ( PP-GR )";Cor;"preto 27";;;25.99;;0.07;3.00;12.00;16.00;;053306;;;;;;;;;;053306;Feminino;Adulto;
calcinha-biquini-ultraleve-demillus-053306;;;Tamanho;"UN ( PP-GR )";Cor;"vinho barolo 50";;;25.99;;0.07;3.00;12.00;16.00;;053306;;;;;;;;;;053306;Feminino;Adulto;
calcinha-biquini-ultraleve-demillus-053306;;;Tamanho;"UN ( PP-GR )";Cor;"bege-rosado 55";;;25.99;;0.07;3.00;12.00;16.00;;053306;;;;;;;;;;053306;Feminino;Adulto;
calcinha-biquini-ultraleve-demillus-053306;;;Tamanho;"UN ( PP-GR )";Cor;"azul-bebê 74";;;25.99;;0.07;3.00;12.00;16.00;;053306;;;;;;;;;;053306;Feminino;Adulto;
calcinha-biquini-ultraleve-demillus-053306;;;Tamanho;"UN ( PP-GR )";Cor;"uva 82";;;25.99;;0.07;3.00;12.00;16.00;;053306;;;;;;;;;;053306;Feminino;Adulto;
calcinha-biquini-ultraleve-demillus-053306;;;Tamanho;"UN ( PP-GR )";Cor;"salmão 87";;;25.99;;0.07;3.00;12.00;16.00;;053306;;;;;;;;;;053306;Feminino;Adulto;
calcinha-cintura-alta-ultraleve-demillus-057401;"Calcinha Cintura Alta Ultraleve DeMillus (057401)";"Calcinhas, Plus Size";Tamanho;"UN ( ME-EG )";Cor;"pérola 14";;;29.99;;0.07;3.00;12.00;16.00;;057401;;SIM;NÃO;;"alta, calca, calcinha basica, calcinha cintura alta, calcinha plus size, calcinha sem costura, calcinha ultraleve, calcinhas, ultraleve";"Calcinha Cintura Alta Ultraleve DeMillus";"Calcinha Cintura Alta Ultraleve Demillus, sem costura, costas comportadas, cintura lata segura a barriguinha. Ideal para o conforto no dia a dia. Cores variadas. Compre calcinhas ultraleve na Queromania.shop.";DeMillus;SIM;057401;Feminino;Adulto;
calcinha-cintura-alta-ultraleve-demillus-057401;;;Tamanho;"UN ( ME-EG )";Cor;"marinho 15";;;29.99;;0.07;3.00;12.00;16.00;;057401;;;;;;;;;;057401;Feminino;Adulto;
calcinha-cintura-alta-ultraleve-demillus-057401;;;Tamanho;"UN ( ME-EG )";Cor;"preto 27";;;29.99;;0.07;3.00;12.00;16.00;;057401;;;;;;;;;;057401;Feminino;Adulto;
calcinha-cintura-alta-ultraleve-demillus-057401;;;Tamanho;"UN ( ME-EG )";Cor;"vinho-barolo 50";;;29.99;;0.07;3.00;12.00;16.00;;057401;;;;;;;;;;057401;Feminino;Adulto;
calcinha-cintura-alta-ultraleve-demillus-057401;;;Tamanho;"UN ( ME-EG )";Cor;"bege-rosado 55";;;29.99;;0.07;3.00;12.00;16.00;;057401;;;;;;;;;;057401;Feminino;Adulto;
calcinha-cintura-alta-ultraleve-demillus-057401;;;Tamanho;"UN ( ME-EG )";Cor;"azul-bebê 74";;;29.99;;0.07;3.00;12.00;16.00;;057401;;;;;;;;;;057401;Feminino;Adulto;
calcinha-cintura-alta-ultraleve-demillus-057401;;;Tamanho;"UN ( ME-EG )";Cor;"uva 82";;;29.99;;0.07;3.00;12.00;16.00;;057401;;;;;;;;;;057401;Feminino;Adulto;
calcinha-cintura-alta-ultraleve-demillus-057401;;;Tamanho;"UN ( ME-EG )";Cor;"salmão 87";;;29.99;;0.07;3.00;12.00;16.00;;057401;;;;;;;;;;057401;Feminino;Adulto;
sutia-nadador-ultraleve-demillus-061404;"Sutiã Nadador Ultraleve DeMillus (061404)";Sutiãs;Tamanho;"UN ( 40-46 )";Cor;"pérola 14";;;30.99;;0.15;4.00;17.00;18.00;;061404;;SIM;NÃO;;"lingerie, nadador, sem aro, sem bojo, sem fecho, sutia, sutia demillus, sutia nadador sem bojo, sutia sem aro, sutia sem bojo sem aro, sutia sem espuma, sutia ultraleve, sutia ultraleve demillus, sutias, ultraleve";"Sutiã Nadador Ultraleve DeMillus";"Sutiã Nadador Ultraleve DeMillus sem bojo. Microfibra sem costuras. Alças finas ajustáveis. Compre online.";DeMillus;SIM;061404;Feminino;Adulto;
sutia-nadador-ultraleve-demillus-061404;;;Tamanho;"UN ( 40-46 )";Cor;"marinho 15";;;30.99;;0.15;4.00;17.00;18.00;;061404;;;;;;;;;;061404;Feminino;Adulto;
sutia-nadador-ultraleve-demillus-061404;;;Tamanho;"UN ( 40-46 )";Cor;"preto 27";;;30.99;;0.15;4.00;17.00;18.00;;061404;;;;;;;;;;061404;Feminino;Adulto;
sutia-nadador-ultraleve-demillus-061404;;;Tamanho;"UN ( 40-46 )";Cor;"vinho-barolo 50";;;30.99;;0.15;4.00;17.00;18.00;;061404;;;;;;;;;;061404;Feminino;Adulto;
sutia-nadador-ultraleve-demillus-061404;;;Tamanho;"UN ( 40-46 )";Cor;"bege-rosado 55";;;30.99;;0.15;4.00;17.00;18.00;;061404;;;;;;;;;;061404;Feminino;Adulto;
sutia-nadador-ultraleve-demillus-061404;;;Tamanho;"UN ( 40-46 )";Cor;"azul-bebê 74";;;30.99;;0.15;4.00;17.00;18.00;;061404;;;;;;;;;;061404;Feminino;Adulto;
sutia-nadador-ultraleve-demillus-061404;;;Tamanho;"UN ( 40-46 )";Cor;"uva 82";;;30.99;;0.15;4.00;17.00;18.00;;061404;;;;;;;;;;061404;Feminino;Adulto;
sutia-nadador-ultraleve-demillus-061404;;;Tamanho;"UN ( 40-46 )";Cor;"salmão 87";;;30.99;;0.15;4.00;17.00;18.00;;061404;;;;;;;;;;061404;Feminino;Adulto;
calcinha-short-ultraleve-demillus-055600;"Calcinha Short Ultraleve DeMillus (055600)";Calcinhas;Tamanho;"UN ( PE-EG )";Cor;"pérola 14";;;25.99;;0.10;3.00;12.00;16.00;;055600;;SIM;NÃO;;"calca, calcinha basica demillus, calcinha nude, calcinha sem costura, calcinha short, calcinha short ultraleve, calcinha ultraleve, calcinhas, lingerie, short, ultraleve";"Calcinha Short Ultraleve DeMillus";"Calcinha Short Ultraleve DeMillus, cintura baixa. Sem costura nas cavas. Ideal para o conforto no dia-a-dia. Compre calcinhas na Queromania.shop";DeMillus;SIM;055600;Feminino;Adulto;
calcinha-short-ultraleve-demillus-055600;;;Tamanho;"UN ( PE-EG )";Cor;"marinho 15";;;25.99;;0.10;3.00;12.00;16.00;;055600;;;;;;;;;;055600;Feminino;Adulto;
calcinha-short-ultraleve-demillus-055600;;;Tamanho;"UN ( PE-EG )";Cor;"preto 27";;;25.99;;0.10;3.00;12.00;16.00;;055600;;;;;;;;;;055600;Feminino;Adulto;
calcinha-short-ultraleve-demillus-055600;;;Tamanho;"UN ( PE-EG )";Cor;"vinho-barolo 50";;;25.99;;0.10;3.00;12.00;16.00;;055600;;;;;;;;;;055600;Feminino;Adulto;
calcinha-short-ultraleve-demillus-055600;;;Tamanho;"UN ( PE-EG )";Cor;"bege-rosado 55";;;25.99;;0.10;3.00;12.00;16.00;;055600;;;;;;;;;;055600;Feminino;Adulto;
calcinha-short-ultraleve-demillus-055600;;;Tamanho;"UN ( PE-EG )";Cor;"azul-bebê 74";;;25.99;;0.10;3.00;12.00;16.00;;055600;;;;;;;;;;055600;Feminino;Adulto;
calcinha-short-ultraleve-demillus-055600;;;Tamanho;"UN ( PE-EG )";Cor;"uva 82";;;25.99;;0.10;3.00;12.00;16.00;;055600;;;;;;;;;;055600;Feminino;Adulto;
calcinha-short-ultraleve-demillus-055600;;;Tamanho;"UN ( PE-EG )";Cor;"salmão 87";;;25.99;;0.10;3.00;12.00;16.00;;055600;;;;;;;;;;055600;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;"Sutiã Push-Up Rivali DeMillus (067188)";"Sutiãs, Ofertas";Tamanho;42;Cor;"carmim 06";;;55.99;;0.15;13.00;13.00;16.00;;067188;;NÃO;NÃO;;"com bojo, lingerie, nova, rivali, sutia, sutia com aro, sutia com bojo, sutia demillus com aro, sutia demillus com espuma e aro, sutia espuma moldada, sutias";"Sutiã Push-Up Rivali DeMillus";"Sutiã  Push-up Rivali DeMillus, com taças em espuma moldada e detalhes em renda. Com aro. Encomende lingerie DeMillus na Queromania.shop ";DeMillus;SIM;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;42;Cor;"marinho 15";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;42;Cor;"branco 20";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;42;Cor;"preto 27";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;42;Cor;"bege-rosado 55";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;44;Cor;"carmim 06";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;44;Cor;"marinho 15";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;44;Cor;"branco 20";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;44;Cor;"preto 27";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;44;Cor;"bege-rosado 55";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;46;Cor;"carmim 06";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;46;Cor;"marinho 15";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;46;Cor;"branco 20";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;46;Cor;"preto 27";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;46;Cor;"bege-rosado 55";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;48;Cor;"carmim 06";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;48;Cor;"marinho 15";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;48;Cor;"branco 20";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;48;Cor;"preto 27";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
sutia-push-up-rivali-demillus-067188;;;Tamanho;48;Cor;"bege-rosado 55";;;55.99;;0.15;13.00;13.00;16.00;;067188;;;;;;;;;;067188;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;"Calcinha Biquíni Virtuel DeMillus (016498)";Calcinhas;Tamanho;PE;Cor;"carmim 06";;;25.99;;0.07;3.00;12.00;16.00;;016498;;SIM;NÃO;;"biquini, biquini virtuel, calcinha basica, calcinha demillus, calcinha demillus cintura baixa, calcinha demillus sem costura, calcinha invisivel, calcinha sem elastico, calcinhas";"Calcinha Biquíni Virtuel DeMillus";"Calcinha Biquini Virtuel DeMillus, confortável e não marca sob a roupa.Em microfibra elástica, sem elástico nas cavas. Faça seu pedido de lingerie na Queromania.shop loja virtual.";DeMillus;SIM;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;PE;Cor;"marinho 15";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;PE;Cor;"branco 20";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;PE;Cor;"bronze 25";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;PE;Cor;"preto 27";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;PE;Cor;"vinho barolo 50";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;PE;Cor;"bege-rosado 55";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;ME;Cor;"carmim 06";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;ME;Cor;"marinho 15";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;ME;Cor;"branco 20";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;ME;Cor;"bronze 25";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;ME;Cor;"preto 27";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;ME;Cor;"vinho barolo 50";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;ME;Cor;"bege-rosado 55";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;GR;Cor;"carmim 06";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;GR;Cor;"marinho 15";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;GR;Cor;"branco 20";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;GR;Cor;"bronze 25";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;GR;Cor;"preto 27";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;GR;Cor;"vinho barolo 50";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;GR;Cor;"bege-rosado 55";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;EG;Cor;"carmim 06";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;EG;Cor;"marinho 15";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;EG;Cor;"branco 20";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;EG;Cor;"bronze 25";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;EG;Cor;"preto 27";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;EG;Cor;"vinho barolo 50";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-biquini-virtuel-demillus-016498;;;Tamanho;EG;Cor;"bege-rosado 55";;;25.99;;0.07;3.00;12.00;16.00;;016498;;;;;;;;;;016498;Feminino;Adulto;
calcinha-calca-baixa-virtuel-demillus-036498;"Calcinha Calça Baixa Virtuel DeMillus (036498)";"Calcinhas, Plus Size";Tamanho;PE;Cor;"carmim 06";;;22.99;;0.07;3.00;12.00;16.00;;036498;;NÃO;NÃO;;"baixa, calca, calcinha cintura baixa sem elastico, calcinha demillus, calcinha invisivel, calcinha sem elastico, calcinha virtuel, calcinhas, virtuel";"Calcinha Calça Baixa Virtuel DeMillus";"Calcinha Calça Baixa Virtuel, em microfibra elástica plus. Adere ao corpo, sem elástico nas cavas. Costas comportadas e laterais mais largas. Não marca sob a roupa. Compre calça virtuel na Queromania.shop";DeMillus;SIM;036498;Feminino;Adulto;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;PE;Cor;"pérola 14";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;PE;Cor;"marinho 15";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;PE;Cor;"bronze 25";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;PE;Cor;"preto 27";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;PE;Cor;"vinho-barolo 50";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;PE;Cor;"bege-rosado 55";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;ME;Cor;"carmim 06";;;22.99;;0.07;3.00;12.00;16.00;;036498;;;;;;;;;;036498;Feminino;Adulto;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;ME;Cor;"pérola 14";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;ME;Cor;"marinho 15";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;ME;Cor;"bronze 25";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;ME;Cor;"preto 27";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;ME;Cor;"vinho-barolo 50";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;ME;Cor;"bege-rosado 55";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;GR;Cor;"carmim 06";;;22.99;;0.07;3.00;12.00;16.00;;036498;;;;;;;;;;036498;Feminino;Adulto;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;GR;Cor;"pérola 14";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;GR;Cor;"marinho 15";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;GR;Cor;"bronze 25";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;GR;Cor;"preto 27";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;GR;Cor;"vinho-barolo 50";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;GR;Cor;"bege-rosado 55";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;EG;Cor;"carmim 06";;;22.99;;0.07;3.00;12.00;16.00;;036498;;;;;;;;;;036498;Feminino;Adulto;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;EG;Cor;"pérola 14";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;EG;Cor;"marinho 15";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;EG;Cor;"bronze 25";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;EG;Cor;"preto 27";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;EG;Cor;"vinho-barolo 50";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;EG;Cor;"bege-rosado 55";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;XG;Cor;"carmim 06";;;22.99;;0.07;3.00;12.00;16.00;;036498;;;;;;;;;;036498;Feminino;Adulto;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;XG;Cor;"pérola 14";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;XG;Cor;"marinho 15";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;XG;Cor;"bronze 25";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;XG;Cor;"preto 27";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;XG;Cor;"vinho-barolo 50";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
calcinha-calca-baixa-virtuel-demillus-036498;;;Tamanho;XG;Cor;"bege-rosado 55";;;22.99;;0.07;3.00;12.00;16.00;;;;;;;;;;;;;;;
