"Identificador URL";Nome;Categorias;"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";Preço;"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";Estoque;SKU;"Código de barras";"Exibir na loja";"Frete gratis";Descrição;Tags;"Título para SEO";"Descrição para SEO";Marca;"Produto Físico";"MPN (Cód. Exclusivo, Modelo Fabricante)";Sexo;"Faixa etária";Custo
corselete-cabaret-com-bojo-demillus-043001;;;Tamanho;44;Cor;"preto 27";;;85.99;;0.25;6.00;18.00;24.00;;043001;;;;;;;;;;043001;Feminino;Adulto;
corselete-cabaret-com-bojo-demillus-043001;;;Tamanho;46;Cor;"preto 27";;;85.99;;0.25;6.00;18.00;24.00;;043001;;;;;;;;;;043001;Feminino;Adulto;
corselete-cabaret-com-bojo-demillus-043001;;;Tamanho;48;Cor;"preto 27";;;85.99;;0.25;6.00;18.00;24.00;;043001;;;;;;;;;;043001;Feminino;Adulto;
corselete-cabaret-com-bojo-demillus-043001;;;Tamanho;50;Cor;"preto 27";;;85.99;;0.25;6.00;18.00;24.00;;043001;;;;;;;;;;043001;Feminino;Adulto;
calcinha-cintura-baixa-candy-baby-demillus-054291;"Calcinha Cintura Baixa Candy Baby DeMillus (054291)";Calcinhas;Tamanho;PE;Cor;"carmim 06";;;24.99;;0.07;3.00;12.00;16.00;;054291;;SIM;NÃO;;"calcinha, calcinha cintura baixa, calcinha demillus, calcinha demillus cintura baixa, calcinha plus size, calcinha plus size preta, calcinha sensual, calcinha sensual renda preta, calcinha tamanho grande, calcinhas, lingerie, lingerie demillus, lingerie plus size, lingerie renda preta, lingerie sensual, lingerie sexy, lingerie sexy tamanho grande, lingerie tamanho grande";"Calcinha Cintura Baixa Candy Baby DeMillus";"Calcinha Cintura Baixa Candy Baby DeMillus, frente em microfibra, costas em renda elástica com leve transparência. Calcinha sensual, tecido macio e detalhes em renda, com a qualidade DeMillus. Compre lingerie sensual na loja online Queromania.shop ";DeMillus;SIM;054291;Feminino;Adulto;
calcinha-cintura-baixa-candy-baby-demillus-054291;;;Tamanho;PE;Cor;"branco 20";;;24.99;;0.07;3.00;12.00;16.00;;054291;;;;;;;;;;054291;Feminino;Adulto;
calcinha-cintura-baixa-candy-baby-demillus-054291;;;Tamanho;PE;Cor;"preto 27";;;24.99;;0.07;3.00;12.00;16.00;;054291;;;;;;;;;;054291;Feminino;Adulto;
calcinha-cintura-baixa-candy-baby-demillus-054291;;;Tamanho;ME;Cor;"carmim 06";;;24.99;;0.07;3.00;12.00;16.00;;054291;;;;;;;;;;054291;Feminino;Adulto;
calcinha-cintura-baixa-candy-baby-demillus-054291;;;Tamanho;ME;Cor;"branco 20";;;24.99;;0.07;3.00;12.00;16.00;;054291;;;;;;;;;;054291;Feminino;Adulto;
calcinha-cintura-baixa-candy-baby-demillus-054291;;;Tamanho;ME;Cor;"preto 27";;;24.99;;0.07;3.00;12.00;16.00;;054291;;;;;;;;;;054291;Feminino;Adulto;
calcinha-cintura-baixa-candy-baby-demillus-054291;;;Tamanho;GR;Cor;"carmim 06";;;24.99;;0.07;3.00;12.00;16.00;;054291;;;;;;;;;;054291;Feminino;Adulto;
calcinha-cintura-baixa-candy-baby-demillus-054291;;;Tamanho;GR;Cor;"branco 20";;;24.99;;0.07;3.00;12.00;16.00;;054291;;;;;;;;;;054291;Feminino;Adulto;
calcinha-cintura-baixa-candy-baby-demillus-054291;;;Tamanho;GR;Cor;"preto 27";;;24.99;;0.07;3.00;12.00;16.00;;054291;;;;;;;;;;054291;Feminino;Adulto;
calcinha-cintura-baixa-candy-baby-demillus-054291;;;Tamanho;EG;Cor;"carmim 06";;;24.99;;0.07;3.00;12.00;16.00;;054291;;;;;;;;;;054291;Feminino;Adulto;
calcinha-cintura-baixa-candy-baby-demillus-054291;;;Tamanho;EG;Cor;"branco 20";;;24.99;;0.07;3.00;12.00;16.00;;054291;;;;;;;;;;054291;Feminino;Adulto;
calcinha-cintura-baixa-candy-baby-demillus-054291;;;Tamanho;EG;Cor;"preto 27";;;24.99;;0.07;3.00;12.00;16.00;;054291;;;;;;;;;;054291;Feminino;Adulto;
sutia-reforcado-sisi-demillus-067162;"Sutiã Reforçado Sisi DeMillus (067162)";"Sutiãs, Plus Size";Tamanho;42;Cor;"marinho 15";;;59.99;;0.15;13.00;13.00;16.00;;067162;;NÃO;NÃO;;"lingerie, lingerie demillus, lingerie plus size, lingerie tamanho grande, sutia, sutia com aro, sutia com bojo demillus, sutia decote em renda, sutia demilllus, sutia demillus com aro, sutia demillus com espuma e aro, sutia estampa floral, sutia plus size, sutia reforcado, sutia rendado, sutia sensual";"Sutiã Reforçado Sisi DeMillus";"Sutiã Reforçado  Sisi DeMillus, com aro e bojo. Confeccionado em microfibra elástica com estampa de corações e detalhes em renda. Compre lingerie DeMillus na loja on-line Queromania.shop";DeMillus;SIM;067162;Feminino;Adulto;
sutia-reforcado-sisi-demillus-067162;;;Tamanho;44;Cor;"marinho 15";;;59.99;;0.15;13.00;13.00;16.00;;067162;;;;;;;;;;067162;Feminino;Adulto;
sutia-reforcado-sisi-demillus-067162;;;Tamanho;46;Cor;"marinho 15";;;59.99;;0.15;13.00;13.00;16.00;;067162;;;;;;;;;;067162;Feminino;Adulto;
sutia-reforcado-sisi-demillus-067162;;;Tamanho;48;Cor;"marinho 15";;;59.99;;0.15;13.00;13.00;16.00;;067162;;;;;;;;;;067162;Feminino;Adulto;
sutia-reforcado-sisi-demillus-067162;;;Tamanho;50;Cor;"marinho 15";;;59.99;;0.15;13.00;13.00;16.00;;067162;;;;;;;;;;067162;Feminino;Adulto;
calcinha-cintura-baixa-demillus-sisi-054162;"Calcinha Cintura Baixa DeMillus Sisi (054162)";"Calcinhas, Plus Size, Ofertas";Tamanho;PE;Cor;"marinho 15";;;26.99;24.99;0.07;3.00;12.00;16.00;;054162;;NÃO;NÃO;;"calcinha, calcinha biquini demillus, calcinha cintura baixa, calcinha demillus, calcinha demillus cintura baixa, calcinha em microfibra e detalhe em renda, calcinha plus size, calcinha plus size preta, calcinha preta de renda, calcinha sensual, calcinha tamanho grande, calcinhas, lingerie";"Calcinha Cintura Baixa Sisi DeMillus";"Calcinha Cintura Baixa Sisi DeMillus, toda em renda, cintura em microfibra elástica estampada. Veste Tam. PE a XG. Compre calcinhas DeMillus na loja on-line Queromania.shop";DeMillus;SIM;054162;Feminino;Adulto;
calcinha-cintura-baixa-demillus-sisi-054162;;;Tamanho;ME;Cor;"marinho 15";;;26.99;24.99;0.07;3.00;12.00;16.00;;054162;;;;;;;;;;054162;Feminino;Adulto;
calcinha-cintura-baixa-demillus-sisi-054162;;;Tamanho;GR;Cor;"marinho 15";;;26.99;24.99;0.07;3.00;12.00;16.00;;054162;;;;;;;;;;054162;Feminino;Adulto;
calcinha-cintura-baixa-demillus-sisi-054162;;;Tamanho;EG;Cor;"marinho 15";;;26.99;24.99;0.07;3.00;12.00;16.00;;054162;;;;;;;;;;054162;Feminino;Adulto;
calcinha-cintura-baixa-demillus-sisi-054162;;;Tamanho;XG;Cor;"marinho 15";;;26.99;24.99;0.07;3.00;12.00;16.00;;054162;;;;;;;;;;054162;Feminino;Adulto;
zeus-cueca-boxer-atlante-ultraleve-090142;"Zeus Cueca Boxer Atlante Ultraleve (090142)";Masculino;Tamanho;PE;Cor;"carmim 06";;;32.99;;0.07;3.00;11.00;16.00;;090142;;SIM;NÃO;;"boxer microfibra, boxer ultraleve, boxer zeus, cueca, cueca boxer, cueca boxer microfibra, cueca boxer sem costura lateral, cueca boxer sem costuras, cueca boxer ultraleve, cueca boxer zeus, cueca zeus";"Zeus Cueca Boxer Atlante Ultraleve ";"Zeus Cueca Boxer Atlante Ultraleve, em microfibra elástica Ultraleve com toque macio. Sem costura nas laterais. Veste PE a EG. Compre cuecas na loja on-line Queromania.shop";Zeus;SIM;090142;Masculino;Adulto;
zeus-cueca-boxer-atlante-ultraleve-090142;;;Tamanho;PE;Cor;"marinho 15";;;32.99;;0.07;3.00;11.00;16.00;;090142;;;;;;;;;;090142;Masculino;Adulto;
zeus-cueca-boxer-atlante-ultraleve-090142;;;Tamanho;PE;Cor;"preto 27";;;32.99;;0.07;3.00;11.00;16.00;;090142;;;;;;;;;;090142;Masculino;Adulto;
zeus-cueca-boxer-atlante-ultraleve-090142;;;Tamanho;PE;Cor;"vinho-barolo 50";;;32.99;;0.07;3.00;11.00;16.00;;090142;;;;;;;;;;090142;Masculino;Adulto;
zeus-cueca-boxer-atlante-ultraleve-090142;;;Tamanho;ME;Cor;"carmim 06";;;32.99;;0.07;3.00;11.00;16.00;;090142;;;;;;;;;;090142;Masculino;Adulto;
zeus-cueca-boxer-atlante-ultraleve-090142;;;Tamanho;ME;Cor;"marinho 15";;;32.99;;0.07;3.00;11.00;16.00;;090142;;;;;;;;;;090142;Masculino;Adulto;
zeus-cueca-boxer-atlante-ultraleve-090142;;;Tamanho;ME;Cor;"preto 27";;;32.99;;0.07;3.00;11.00;16.00;;090142;;;;;;;;;;090142;Masculino;Adulto;
zeus-cueca-boxer-atlante-ultraleve-090142;;;Tamanho;ME;Cor;"vinho-barolo 50";;;32.99;;0.07;3.00;11.00;16.00;;090142;;;;;;;;;;090142;Masculino;Adulto;
zeus-cueca-boxer-atlante-ultraleve-090142;;;Tamanho;GR;Cor;"carmim 06";;;32.99;;0.07;3.00;11.00;16.00;;090142;;;;;;;;;;090142;Masculino;Adulto;
zeus-cueca-boxer-atlante-ultraleve-090142;;;Tamanho;GR;Cor;"marinho 15";;;32.99;;0.07;3.00;11.00;16.00;;090142;;;;;;;;;;090142;Masculino;Adulto;
zeus-cueca-boxer-atlante-ultraleve-090142;;;Tamanho;GR;Cor;"preto 27";;;32.99;;0.07;3.00;11.00;16.00;;090142;;;;;;;;;;090142;Masculino;Adulto;
zeus-cueca-boxer-atlante-ultraleve-090142;;;Tamanho;GR;Cor;"vinho-barolo 50";;;32.99;;0.07;3.00;11.00;16.00;;090142;;;;;;;;;;090142;Masculino;Adulto;
zeus-cueca-boxer-atlante-ultraleve-090142;;;Tamanho;EG;Cor;"carmim 06";;;32.99;;0.07;3.00;11.00;16.00;;090142;;;;;;;;;;090142;Masculino;Adulto;
zeus-cueca-boxer-atlante-ultraleve-090142;;;Tamanho;EG;Cor;"marinho 15";;;32.99;;0.07;3.00;11.00;16.00;;090142;;;;;;;;;;090142;Masculino;Adulto;
zeus-cueca-boxer-atlante-ultraleve-090142;;;Tamanho;EG;Cor;"preto 27";;;32.99;;0.07;3.00;11.00;16.00;;090142;;;;;;;;;;090142;Masculino;Adulto;
zeus-cueca-boxer-atlante-ultraleve-090142;;;Tamanho;EG;Cor;"vinho-barolo 50";;;32.99;;0.07;3.00;11.00;16.00;;090142;;;;;;;;;;090142;Masculino;Adulto;
calcinha-fio-dental-sibari-demillus-051225;"Calcinha Fio-dental Síbari DeMillus (051225)";Calcinhas;Tamanho;PE;Cor;"branco 20";;;24.99;;0.07;3.00;11.00;16.00;;051225;;NÃO;NÃO;;"calcinha, calcinha fio-dental, calcinha fio-dental de renda, calcinha fio-dental demillus, calcinha fio-dental renda pink, calcinha fio-dental renda preta, calcinhas";"Calcinha Fio-dental Síbari DeMillus";"Calcinha Fio-dental Síbari DeMillus, detalhe em renda e pedrinha brilhante na frente. Lingerie DeMillus você encontra na loja on-line Queromania.shop";DeMIllus;SIM;051225;Feminino;Adulto;
calcinha-fio-dental-sibari-demillus-051225;;;Tamanho;PE;Cor;"preto 27";;;24.99;;0.07;3.00;11.00;16.00;;051225;;;;;;;;;;051225;Feminino;Adulto;
calcinha-fio-dental-sibari-demillus-051225;;;Tamanho;ME;Cor;"branco 20";;;24.99;;0.07;3.00;11.00;16.00;;051225;;;;;;;;;;051225;Feminino;Adulto;
calcinha-fio-dental-sibari-demillus-051225;;;Tamanho;ME;Cor;"preto 27";;;24.99;;0.07;3.00;11.00;16.00;;051225;;;;;;;;;;051225;Feminino;Adulto;
calcinha-fio-dental-sibari-demillus-051225;;;Tamanho;GR;Cor;"branco 20";;;24.99;;0.07;3.00;11.00;16.00;;051225;;;;;;;;;;051225;Feminino;Adulto;
calcinha-fio-dental-sibari-demillus-051225;;;Tamanho;GR;Cor;"preto 27";;;24.99;;0.07;3.00;11.00;16.00;;051225;;;;;;;;;;051225;Feminino;Adulto;
calcinha-fio-dental-sibari-demillus-051225;;;Tamanho;EG;Cor;"branco 20";;;24.99;;0.07;3.00;11.00;16.00;;051225;;;;;;;;;;051225;Feminino;Adulto;
calcinha-fio-dental-sibari-demillus-051225;;;Tamanho;EG;Cor;"preto 27";;;24.99;;0.07;3.00;11.00;16.00;;051225;;;;;;;;;;051225;Feminino;Adulto;
sutia-meia-taca-merlot-com-aro-067123;"Sutiã Meia-taça Merlot Com Aro (067123)";Sutiãs;Tamanho;42;Cor;"bronze 25";;;41.99;;0.15;3.00;13.00;16.00;;064351;;NÃO;NÃO;;"lingerie, lingerie demillus, sutia, sutia com aro, sutia decote em renda, sutia demillus, sutia demillus com aro, sutia meia-taca com renda sobreposta, sutia merlot demillus, sutia sem espuma, sutia suporte ultraflex, sutias";"Sutiã Meia-taça Com Aro Merlot DeMillus";"Sutiã Meia-taça Com Aro Merlot DeMillus, ótima sustentação. Confeccionado em elastano e decote em renda elástica, laterais largas em microfibra elástica. Lingerie DeMillus você encontra na Queromania.shop";DeMillus;SIM;064351;Feminino;Adulto;
sutia-meia-taca-merlot-com-aro-067123;;;Tamanho;44;Cor;"bronze 25";;;41.99;;0.15;3.00;13.00;16.00;;064351;;;;;;;;;;064351;Feminino;Adulto;
sutia-meia-taca-merlot-com-aro-067123;;;Tamanho;46;Cor;"bronze 25";;;41.99;;0.15;3.00;13.00;16.00;;064351;;;;;;;;;;064351;Feminino;Adulto;
sutia-meia-taca-merlot-com-aro-067123;;;Tamanho;48;Cor;"bronze 25";;;41.99;;0.15;3.00;13.00;16.00;;064351;;;;;;;;;;064351;Feminino;Adulto;
sutia-meia-taca-bastille-demillus-0642861;"Sutiã Meia-taça Bastille DeMillus (064286)";Sutiãs;Tamanho;42;Cor;"carmim 06";;;46.99;;0.15;4.00;13.00;14.00;;064286;;NÃO;NÃO;;"lingerie, sutia, sutia com aro, sutia decote em renda, sutia meia-taca, sutia meia-taca bastille demillus, sutia meia-taca com aro, sutia meia-taca com aro e renda, sutia meia-taca demillus";"Sutiã Meia-taça Bastille DeMillus";"Sutiã Meia-taça Bastille DeMillus, com aro, em renda elástica, detalhe lateral interno com espuma para melhor suporte, com aro. Compre lingerie DeMillus na loja online Queromania.shop";DeMillus;SIM;064286;Masculino;Adulto;
sutia-meia-taca-bastille-demillus-0642861;;;Tamanho;42;Cor;"preto 27";;;46.99;;0.15;4.00;13.00;14.00;;064286;;;;;;;;;;064286;Masculino;Adulto;
sutia-meia-taca-bastille-demillus-0642861;;;Tamanho;44;Cor;"carmim 06";;;46.99;;0.15;4.00;13.00;14.00;;064286;;;;;;;;;;064286;Masculino;Adulto;
sutia-meia-taca-bastille-demillus-0642861;;;Tamanho;44;Cor;"preto 27";;;46.99;;0.15;4.00;13.00;14.00;;064286;;;;;;;;;;064286;Masculino;Adulto;
sutia-meia-taca-bastille-demillus-0642861;;;Tamanho;46;Cor;"carmim 06";;;46.99;;0.15;4.00;13.00;14.00;;064286;;;;;;;;;;064286;Masculino;Adulto;
sutia-meia-taca-bastille-demillus-0642861;;;Tamanho;46;Cor;"preto 27";;;46.99;;0.15;4.00;13.00;14.00;;064286;;;;;;;;;;064286;Masculino;Adulto;
sutia-meia-taca-bastille-demillus-0642861;;;Tamanho;48;Cor;"carmim 06";;;46.99;;0.15;4.00;13.00;14.00;;064286;;;;;;;;;;064286;Masculino;Adulto;
sutia-meia-taca-bastille-demillus-0642861;;;Tamanho;48;Cor;"preto 27";;;46.99;;0.15;4.00;13.00;14.00;;064286;;;;;;;;;;064286;Masculino;Adulto;
sutia-triangulo-vendome-demillus-061250;"Sutiã Triângulo Vendôme DeMillus ( 061250)";"Sutiãs, Plus Size, Ofertas";Tamanho;42;Cor;"preto 27";;;39.99;35.99;0.15;3.00;12.00;16.00;;061250;;NÃO;NÃO;;"lingerie, plus size, sutia, sutia de sustentacao, sutia reforcado, sutia rendado decote V, sutia sem bojo sem aro, sutia triangulo, sutia triangulo demillus, sutia triangulo sustentacao demillus, sutias";"Sutiã Triângulo Vendome DeMillus";"Sutiã Triângulo Vendome DeMillus, sem bojo, sem aro, taças em renda forrada, veste até tamanho 50. Compre lingerie DeMillus na loja online Queromania.shop";DeMillus;SIM;061250;Feminino;Adulto;
sutia-triangulo-vendome-demillus-061250;;;Tamanho;42;Cor;"roxo 53";;;39.99;35.99;0.15;3.00;12.00;16.00;;061250;;;;;;;;;;061250;Feminino;Adulto;
sutia-triangulo-vendome-demillus-061250;;;Tamanho;44;Cor;"preto 27";;;39.99;35.99;0.15;3.00;12.00;16.00;;061250;;;;;;;;;;061250;Feminino;Adulto;
sutia-triangulo-vendome-demillus-061250;;;Tamanho;44;Cor;"roxo 53";;;39.99;35.99;0.15;3.00;12.00;16.00;;061250;;;;;;;;;;061250;Feminino;Adulto;
sutia-triangulo-vendome-demillus-061250;;;Tamanho;46;Cor;"preto 27";;;39.99;35.99;0.15;3.00;12.00;16.00;;061250;;;;;;;;;;061250;Feminino;Adulto;
sutia-triangulo-vendome-demillus-061250;;;Tamanho;46;Cor;"roxo 53";;;39.99;35.99;0.15;3.00;12.00;16.00;;061250;;;;;;;;;;061250;Feminino;Adulto;
sutia-triangulo-vendome-demillus-061250;;;Tamanho;48;Cor;"preto 27";;;39.99;35.99;0.15;3.00;12.00;16.00;;061250;;;;;;;;;;061250;Feminino;Adulto;
sutia-triangulo-vendome-demillus-061250;;;Tamanho;48;Cor;"roxo 53";;;39.99;35.99;0.15;3.00;12.00;16.00;;061250;;;;;;;;;;061250;Feminino;Adulto;
sutia-triangulo-vendome-demillus-061250;;;Tamanho;50;Cor;"preto 27";;;39.99;35.99;0.15;3.00;12.00;16.00;;061250;;;;;;;;;;061250;Feminino;Adulto;
sutia-triangulo-vendome-demillus-061250;;;Tamanho;50;Cor;"roxo 53";;;39.99;35.99;0.15;3.00;12.00;16.00;;061250;;;;;;;;;;061250;Feminino;Adulto;
calcinha-classica-ermitage-demillus-057040;"Calcinha Clássica Ermitage DeMillus (057040)";"Calcinhas, Plus Size";Tamanho;PE;Cor;"preto 27";;;27.99;;0.07;3.00;11.00;16.00;;057040;;SIM;NÃO;;"calcinha cintura alta, calcinha demillus, calcinha plus size, calcinha short, calcinhas, lingerie, lingerie demillus, lingerie plus size, lingerie tamanho grande, plus size";"Calcinha Clássica Ermitage DeMillus";"Calcinha Clássica Ermitage DeMillus, modelagem com maior cobertura, frente em renda forrada 100% algodão, costas em microfibra. Compre Calcinhas DeMillus na loja online Queromania.shop";DeMillus;SIM;057040;Feminino;Adulto;
calcinha-classica-ermitage-demillus-057040;;;Tamanho;PE;Cor;"framboesa 97";;;27.99;;0.07;3.00;11.00;16.00;;057040;;;;;;;;;;057040;Feminino;Adulto;
calcinha-classica-ermitage-demillus-057040;;;Tamanho;ME;Cor;"preto 27";;;27.99;;0.07;3.00;11.00;16.00;;057040;;;;;;;;;;057040;Feminino;Adulto;
calcinha-classica-ermitage-demillus-057040;;;Tamanho;ME;Cor;"framboesa 97";;;27.99;;0.07;3.00;11.00;16.00;;057040;;;;;;;;;;057040;Feminino;Adulto;
calcinha-classica-ermitage-demillus-057040;;;Tamanho;GR;Cor;"preto 27";;;27.99;;0.07;3.00;11.00;16.00;;057040;;;;;;;;;;057040;Feminino;Adulto;
calcinha-classica-ermitage-demillus-057040;;;Tamanho;GR;Cor;"framboesa 97";;;27.99;;0.07;3.00;11.00;16.00;;057040;;;;;;;;;;057040;Feminino;Adulto;
calcinha-classica-ermitage-demillus-057040;;;Tamanho;EG;Cor;"preto 27";;;27.99;;0.07;3.00;11.00;16.00;;057040;;;;;;;;;;057040;Feminino;Adulto;
calcinha-classica-ermitage-demillus-057040;;;Tamanho;EG;Cor;"framboesa 97";;;27.99;;0.07;3.00;11.00;16.00;;057040;;;;;;;;;;057040;Feminino;Adulto;
calcinha-classica-ermitage-demillus-057040;;;Tamanho;XG;Cor;"preto 27";;;27.99;;0.07;3.00;11.00;16.00;;057040;;;;;;;;;;057040;Feminino;Adulto;
calcinha-classica-ermitage-demillus-057040;;;Tamanho;XG;Cor;"framboesa 97";;;27.99;;0.07;3.00;11.00;16.00;;057040;;;;;;;;;;057040;Feminino;Adulto;
sutia-com-bojo-cabernet-demillus-067469;"Sutiã com Bojo Cabernet DeMillus (067469)";"Sutiãs, Ofertas";Tamanho;42;Cor;"carmin 06";;;57.99;54.99;0.15;13.00;13.00;16.00;;067469;;NÃO;NÃO;;"lingerie, lingerie demillus, sutia, sutia bojo e aro cabernet, sutia com bojo demillus, sutia com bojo e aro, sutia sexy";"Sutiã Com Bojo Cabernet DeMillus";"Sutiã Com Bojo Cabernet DeMillus, renda exclusiva, laterais assimétricas com barbatanas,  peça sexy para ocasiões especiais. Compre lingerie DeMillus na loja online Queromania.shop qualqu";DeMillus;SIM;067469;Feminino;Adulto;
sutia-com-bojo-cabernet-demillus-067469;;;Tamanho;42;Cor;"preto 27";;;57.99;54.99;0.15;13.00;13.00;16.00;;067469;;;;;;;;;;067469;Feminino;Adulto;
sutia-com-bojo-cabernet-demillus-067469;;;Tamanho;44;Cor;"carmin 06";;;57.99;54.99;0.15;13.00;13.00;16.00;;067469;;;;;;;;;;067469;Feminino;Adulto;
sutia-com-bojo-cabernet-demillus-067469;;;Tamanho;44;Cor;"preto 27";;;57.99;54.99;0.15;13.00;13.00;16.00;;067469;;;;;;;;;;067469;Feminino;Adulto;
sutia-com-bojo-cabernet-demillus-067469;;;Tamanho;46;Cor;"carmin 06";;;57.99;54.99;0.15;13.00;13.00;16.00;;067469;;;;;;;;;;067469;Feminino;Adulto;
sutia-com-bojo-cabernet-demillus-067469;;;Tamanho;46;Cor;"preto 27";;;57.99;54.99;0.15;13.00;13.00;16.00;;067469;;;;;;;;;;067469;Feminino;Adulto;
sutia-com-bojo-cabernet-demillus-067469;;;Tamanho;48;Cor;"carmin 06";;;57.99;54.99;0.15;13.00;13.00;16.00;;067469;;;;;;;;;;067469;Feminino;Adulto;
sutia-com-bojo-cabernet-demillus-067469;;;Tamanho;48;Cor;"preto 27";;;57.99;54.99;0.15;13.00;13.00;16.00;;067469;;;;;;;;;;067469;Feminino;Adulto;
calcinha-fio-dental-cabernet-demillus-051469;"Calcinha Fio-dental Cabernet DeMillus (051469)";Calcinhas;Tamanho;PE;Cor;"carmin 06";;;22.99;;0.07;13.00;11.00;16.00;;051469;;NÃO;NÃO;;"calcinha fio dental, calcinha fio dental cabernet demillus, calcinha fio dental renda, calcinha fio-dental demillus, calcinha sexy, calcinhas, lingerie demillus";"Calcinha Fio-dental Cabernet DeMillus";"Calcinha Fio-dental Cabernet DeMillus, frente em elástico, costas em tecido duplo para não marcar. Lingerie sexy você encontra na loja online Queromania.shop";DeMillus;SIM;051469;Feminino;Adulto;
calcinha-fio-dental-cabernet-demillus-051469;;;Tamanho;PE;Cor;"preto 27";;;22.99;;0.07;13.00;11.00;16.00;;051469;;;;;;;;;;051469;Feminino;Adulto;
calcinha-fio-dental-cabernet-demillus-051469;;;Tamanho;ME;Cor;"carmin 06";;;22.99;;0.07;13.00;11.00;16.00;;051469;;;;;;;;;;051469;Feminino;Adulto;
calcinha-fio-dental-cabernet-demillus-051469;;;Tamanho;ME;Cor;"preto 27";;;22.99;;0.07;13.00;11.00;16.00;;051469;;;;;;;;;;051469;Feminino;Adulto;
calcinha-fio-dental-cabernet-demillus-051469;;;Tamanho;GR;Cor;"carmin 06";;;22.99;;0.07;13.00;11.00;16.00;;051469;;;;;;;;;;051469;Feminino;Adulto;
calcinha-fio-dental-cabernet-demillus-051469;;;Tamanho;GR;Cor;"preto 27";;;22.99;;0.07;13.00;11.00;16.00;;051469;;;;;;;;;;051469;Feminino;Adulto;
calcinha-fio-dental-cabernet-demillus-051469;;;Tamanho;EG;Cor;"carmin 06";;;22.99;;0.07;13.00;11.00;16.00;;051469;;;;;;;;;;051469;Feminino;Adulto;
calcinha-fio-dental-cabernet-demillus-051469;;;Tamanho;EG;Cor;"preto 27";;;22.99;;0.07;13.00;11.00;16.00;;051469;;;;;;;;;;051469;Feminino;Adulto;
calcinha-cintura-alta-classica-antuerpia-demillus-057468;"Calcinha Cintura Alta Clássica Antuérpia DeMillus (057468)";"Calcinhas, Plus Size";Tamanho;PE;Cor;"preto 27";;;28.99;;0.07;3.00;11.00;16.00;;057468;;NÃO;NÃO;;"calcinha cintura alta, calcinha demillus, calcinha em microfibra e detalhe em renda, calcinha plus size, calcinha renda e cintura alta, calcinhas, lingerie, lingerie demillus, lingerie plus size, lingerie tamanho grande";"Calcinha Cintura Alta Clássica Antuérpia DeMillus";"Calcinha Cintura Alta Clássica Antuérpia DeMillus, em renda elástica e elastano ligth. Modelagem anatômica que valoriza o bumbum. Compre lingerie DeMillus na loja online Queromania.shop";DeMillus;SIM;057468;Feminino;Adulto;
calcinha-cintura-alta-classica-antuerpia-demillus-057468;;;Tamanho;PE;Cor;"bege-rosado 55";;;28.99;;0.07;3.00;11.00;16.00;;057468;;;;;;;;;;057468;Feminino;Adulto;
calcinha-cintura-alta-classica-antuerpia-demillus-057468;;;Tamanho;ME;Cor;"preto 27";;;28.99;;0.07;3.00;11.00;16.00;;057468;;;;;;;;;;057468;Feminino;Adulto;
calcinha-cintura-alta-classica-antuerpia-demillus-057468;;;Tamanho;ME;Cor;"bege-rosado 55";;;28.99;;0.07;3.00;11.00;16.00;;057468;;;;;;;;;;057468;Feminino;Adulto;
calcinha-cintura-alta-classica-antuerpia-demillus-057468;;;Tamanho;GR;Cor;"preto 27";;;28.99;;0.07;3.00;11.00;16.00;;057468;;;;;;;;;;057468;Feminino;Adulto;
calcinha-cintura-alta-classica-antuerpia-demillus-057468;;;Tamanho;GR;Cor;"bege-rosado 55";;;28.99;;0.07;3.00;11.00;16.00;;057468;;;;;;;;;;057468;Feminino;Adulto;
calcinha-cintura-alta-classica-antuerpia-demillus-057468;;;Tamanho;EG;Cor;"preto 27";;;28.99;;0.07;3.00;11.00;16.00;;057468;;;;;;;;;;057468;Feminino;Adulto;
calcinha-cintura-alta-classica-antuerpia-demillus-057468;;;Tamanho;EG;Cor;"bege-rosado 55";;;28.99;;0.07;3.00;11.00;16.00;;057468;;;;;;;;;;057468;Feminino;Adulto;
calcinha-cintura-alta-classica-antuerpia-demillus-057468;;;Tamanho;XG;Cor;"preto 27";;;28.99;;0.07;3.00;11.00;16.00;;057468;;;;;;;;;;057468;Feminino;Adulto;
calcinha-cintura-alta-classica-antuerpia-demillus-057468;;;Tamanho;XG;Cor;"bege-rosado 55";;;28.99;;0.07;3.00;11.00;16.00;;057468;;;;;;;;;;057468;Feminino;Adulto;
camisola-curta-demillus-fashion-030401;"Camisola Curta DeMillus Fashion (030401)";"Noite, Plus Size";Tamanho;42;Cor;"Poá (PA)";;;57.99;;0.20;4.00;18.00;24.00;;030401;;SIM;NÃO;;"camisola, camisola curta, camisola curta de alcinha, camisola curta demillus, camisola demillus, camisola plu size, camisola tamanho grande, lingerie";"Camisola Curta DeMillus Fashion";"Camisola Curta DeMillus Fashion, em jersey microfibra, alcinha e bordado no decote. Compre camisola na loja on-line Queromania.shop";DeMillus;SIM;030401;Feminino;Adulto;
camisola-curta-demillus-fashion-030401;;;Tamanho;44;Cor;"Poá (PA)";;;57.99;;0.20;4.00;18.00;24.00;;030401;;;;;;;;;;030401;Feminino;Adulto;
